id,county,town,blue,green,blue_rate
6500100,臺北縣,板橋市,115087,139635,45.18141346252,王建煊,蘇貞昌
6500200,臺北縣,三重市,70988,109893,39.245691918996,王建煊,蘇貞昌
6500300,臺北縣,中和市,117403,85491,57.864204954311,王建煊,蘇貞昌
6500400,臺北縣,永和市,73105,43074,62.924452784066,王建煊,蘇貞昌
6500500,臺北縣,新莊市,68737,94951,41.992693416744,王建煊,蘇貞昌
6500600,臺北縣,新店市,88198,49443,64.078290625613,王建煊,蘇貞昌
6500700,臺北縣,樹林市,29392,39426,42.709756168444,王建煊,蘇貞昌
6500800,臺北縣,鶯歌鎮,14659,22176,39.796389303651,王建煊,蘇貞昌
6500900,臺北縣,三峽鎮,16292,21533,43.072042300066,王建煊,蘇貞昌
6501000,臺北縣,淡水鎮,24869,29837,45.459364603517,王建煊,蘇貞昌
6501100,臺北縣,汐止市,43078,34315,55.661364722908,王建煊,蘇貞昌
6501200,臺北縣,瑞芳鎮,10588,11934,47.011810674008,王建煊,蘇貞昌
6501300,臺北縣,土城市,50219,53261,48.530150753769,王建煊,蘇貞昌
6501400,臺北縣,蘆洲市,27847,43624,38.962656182228,王建煊,蘇貞昌
6501500,臺北縣,五股鄉,13394,18157,42.451903267725,王建煊,蘇貞昌
6501600,臺北縣,泰山鄉,13129,15990,45.087399979395,王建煊,蘇貞昌
6501700,臺北縣,林口鄉,10076,13169,43.346956334696,王建煊,蘇貞昌
6501800,臺北縣,深坑鄉,4981,4666,51.632631906292,王建煊,蘇貞昌
6501900,臺北縣,石碇鄉,1331,2602,33.841851004322,王建煊,蘇貞昌
6502000,臺北縣,坪林鄉,692,2434,22.13691618682,王建煊,蘇貞昌
6502100,臺北縣,三芝鄉,3970,6541,37.76995528494,王建煊,蘇貞昌
6502200,臺北縣,石門鄉,2138,3249,39.688138110265,王建煊,蘇貞昌
6502300,臺北縣,八里鄉,6147,7458,45.181918412348,王建煊,蘇貞昌
6502400,臺北縣,平溪鄉,1126,2111,34.785295026259,王建煊,蘇貞昌
6502500,臺北縣,雙溪鄉,2326,3142,42.538405267008,王建煊,蘇貞昌
6502600,臺北縣,貢寮鄉,2306,4343,34.681907053692,王建煊,蘇貞昌
6502700,臺北縣,金山鄉,3769,6019,38.506334286882,王建煊,蘇貞昌
6502800,臺北縣,萬里鄉,3928,4876,44.616083598364,王建煊,蘇貞昌
6502900,臺北縣,烏來鄉,1033,1145,47.42883379247,王建煊,蘇貞昌
1000201,宜蘭縣,宜蘭市,21831,17837,55.034284561863,呂國華,劉守成
1000202,宜蘭縣,羅東鎮,12779,16957,42.974845305354,呂國華,劉守成
1000203,宜蘭縣,蘇澳鎮,8971,11448,43.934570742935,呂國華,劉守成
1000204,宜蘭縣,頭城鎮,10172,4751,68.163237954835,呂國華,劉守成
1000205,宜蘭縣,礁溪鄉,8855,8333,51.518501279963,呂國華,劉守成
1000206,宜蘭縣,壯圍鄉,5565,6557,45.908265962712,呂國華,劉守成
1000207,宜蘭縣,員山鄉,6887,7166,49.007329395859,呂國華,劉守成
1000208,宜蘭縣,冬山鄉,9066,14755,38.058855631586,呂國華,劉守成
1000209,宜蘭縣,五結鄉,6689,11122,37.555443265398,呂國華,劉守成
1000210,宜蘭縣,三星鄉,3861,6322,37.916134734361,呂國華,劉守成
1000211,宜蘭縣,大同鄉,1807,753,70.5859375,呂國華,劉守成
1000212,宜蘭縣,南澳鄉,2091,312,87.016229712859,呂國華,劉守成
1000301,桃園縣,桃園市,85060,63107,57.408194807211,朱立倫,彭紹瑾
1000307,桃園縣,龜山鄉,90642,62871,59.045162298958,朱立倫,彭紹瑾
1000308,桃園縣,八德市,20442,18625,52.32549210331,朱立倫,彭紹瑾
1000305,桃園縣,蘆竹鄉,29817,28684,50.968359515222,朱立倫,彭紹瑾
1000306,桃園縣,大園鄉,22214,21408,50.923845765898,朱立倫,彭紹瑾
1000303,桃園縣,大溪鎮,17156,17878,48.969572415368,朱立倫,彭紹瑾
1000313,桃園縣,復興鄉,28911,20803,58.154644566923,朱立倫,彭紹瑾
1000302,桃園縣,中壢市,48088,27611,63.525277744752,朱立倫,彭紹瑾
1000310,桃園縣,平鎮市,28090,19969,58.448989783391,朱立倫,彭紹瑾
1000304,桃園縣,楊梅鎮,48948,38870,55.738003598351,朱立倫,彭紹瑾
1000309,桃園縣,龍潭鄉,9187,16051,36.40145811871,朱立倫,彭紹瑾
1000311,桃園縣,新屋鄉,9586,16535,36.698441866697,朱立倫,彭紹瑾
1000312,桃園縣,觀音鄉,3686,1156,76.125567947129,朱立倫,彭紹瑾
1000401,新竹縣,竹北市,19649,20743,48.645771439889,鄭永金,林光華
1000402,新竹縣,竹東鎮,27045,15211,64.002745172283,鄭永金,林光華
