村里,當選人,落選人,偏藍比率,藍得票數,綠得票數,COUNTY_ID,TOWN_ID,VILLAGE_ID,OBJECT_ID
雲林縣口湖鄉港西村,蘇治芬,吳威志,0.28488372093023,147,369,10009,10009190,013,6268
雲林縣口湖鄉台子村,蘇治芬,吳威志,0.1455525606469,162,951,10009,10009190,014,6327
雲林縣口湖鄉成龍村,蘇治芬,吳威志,0.26729559748428,170,466,10009,10009190,015,6337
雲林縣口湖鄉梧南村,蘇治芬,吳威志,0.28497409326425,330,828,10009,10009190,019,6256
雲林縣口湖鄉梧北村,蘇治芬,吳威志,0.18494055482166,140,617,10009,10009190,020,6246
雲林縣口湖鄉水井村,蘇治芬,吳威志,0.21861152141802,148,529,10009,10009190,017,6326
雲林縣口湖鄉後厝村,蘇治芬,吳威志,0.20860215053763,97,368,10009,10009190,018,6370
雲林縣口湖鄉湖口村,蘇治芬,吳威志,0.23539232053422,141,458,10009,10009190,016,6344
雲林縣口湖鄉過港村,蘇治芬,吳威志,0.30188679245283,128,296,10009,10009190,021,6356
雲林縣水林鄉水北村,蘇治芬,吳威志,0.28752501667779,431,1068,10009,10009200,001,6207
雲林縣水林鄉水南村,蘇治芬,吳威志,0.28550829127614,396,991,10009,10009200,002,6208
雲林縣水林鄉萬興村,蘇治芬,吳威志,0.19589552238806,105,431,10009,10009200,011,6582
雲林縣水林鄉尖山村,蘇治芬,吳威志,0.2494623655914,116,349,10009,10009200,012,6209
雲林縣水林鄉大溝村,蘇治芬,吳威志,0.2258064516129,161,552,10009,10009200,014,6266
雲林縣水林鄉順興村,蘇治芬,吳威志,0.24436741767764,141,436,10009,10009200,015,6278
雲林縣水林鄉大山村,蘇治芬,吳威志,0.21032258064516,163,612,10009,10009200,013,6255
雲林縣水林鄉後寮村,蘇治芬,吳威志,0.28,133,342,10009,10009200,023,6242
雲林縣水林鄉春埔村,蘇治芬,吳威志,0.24112426035503,163,513,10009,10009200,005,6243
雲林縣水林鄉西井村,蘇治芬,吳威志,0.25854700854701,121,347,10009,10009200,006,6214
雲林縣水林鄉車港村,蘇治芬,吳威志,0.26157407407407,113,319,10009,10009200,007,6215
雲林縣水林鄉蘇秦村,蘇治芬,吳威志,0.23242467718795,162,535,10009,10009200,008,6584
雲林縣水林鄉灣東村,蘇治芬,吳威志,0.40131578947368,183,273,10009,10009200,009,6586
雲林縣水林鄉灣西村,蘇治芬,吳威志,0.33426183844011,240,478,10009,10009200,010,6585
雲林縣水林鄉蕃薯村,蘇治芬,吳威志,0.23692307692308,154,496,10009,10009200,016,6583
雲林縣水林鄉山腳村,蘇治芬,吳威志,0.24021352313167,135,427,10009,10009200,017,6267
雲林縣水林鄉松北村,蘇治芬,吳威志,0.34741784037559,296,556,10009,10009200,018,6381
雲林縣水林鄉松中村,蘇治芬,吳威志,0.26121372031662,99,280,10009,10009200,019,6222
雲林縣水林鄉松西村,蘇治芬,吳威志,0.240234375,123,389,10009,10009200,020,6241
雲林縣水林鄉欍埔村,蘇治芬,吳威志,0.18253968253968,92,412,10009,10009200,021,6253
雲林縣水林鄉塭底村,蘇治芬,吳威志,0.20724346076459,103,394,10009,10009200,022,6279
雲林縣水林鄉海埔村,蘇治芬,吳威志,0.13411458333333,103,665,10009,10009200,003,6244
雲林縣水林鄉土厝村,蘇治芬,吳威志,0.1427027027027,132,793,10009,10009200,004,6254
雲林縣水林鄉溪墘村,蘇治芬,吳威志,0.25982905982906,152,433,10009,10009200,024,6593
雲林縣北港鎮東陽里,蘇治芬,吳威志,0.22935779816514,125,420,10009,10009060,001,6203
雲林縣北港鎮光民里,蘇治芬,吳威志,0.23293172690763,116,382,10009,10009060,002,6445
雲林縣北港鎮東華里,蘇治芬,吳威志,0.25,83,249,10009,10009060,003,6198
雲林縣北港鎮南安里,蘇治芬,吳威志,0.2299703264095,155,519,10009,10009060,004,6204
雲林縣北港鎮中和里,蘇治芬,吳威志,0.31274131274131,81,178,10009,10009060,005,6595
雲林縣北港鎮義民里,蘇治芬,吳威志,0.33112582781457,100,202,10009,10009060,006,6217
雲林縣北港鎮共榮里,蘇治芬,吳威志,0.27272727272727,75,200,10009,10009060,007,6447
雲林縣北港鎮西勢里,蘇治芬,吳威志,0.29763779527559,189,446,10009,10009060,008,6462
雲林縣北港鎮仁和里,蘇治芬,吳威志,0.3288409703504,122,249,10009,10009060,009,6597
雲林縣北港鎮賜福里,蘇治芬,吳威志,0.28515625,73,183,10009,10009060,010,6219
雲林縣北港鎮公舘里,蘇治芬,吳威志,0.27118644067797,112,301,10009,10009060,011,6443
雲林縣北港鎮大同里,蘇治芬,吳威志,0.29988331388565,257,600,10009,10009060,012,6594
雲林縣北港鎮仁安里,蘇治芬,吳威志,0.41059602649007,124,178,10009,10009060,013,6596
雲林縣北港鎮華勝里,蘇治芬,吳威志,0.30991990141713,1006,2240,10009,10009060,014,6211
雲林縣北港鎮光復里,蘇治芬,吳威志,0.40530303030303,428,628,10009,10009060,015,6446
雲林縣北港鎮新街里,蘇治芬,吳威志,0.32021826536473,1115,2367,10009,10009060,016,6213
雲林縣北港鎮劉厝里,蘇治芬,吳威志,0.26322263222632,214,599,10009,10009060,017,6218
雲林縣北港鎮後溝里,蘇治芬,吳威志,0.20569620253165,130,502,10009,10009060,021,6205
雲林縣北港鎮新厝里,蘇治芬,吳威志,0.18727915194346,53,230,10009,10009060,028,6212
雲林縣北港鎮府番里,蘇治芬,吳威志,0.23420074349442,126,412,10009,10009060,018,6197
雲林縣北港鎮草湖里,蘇治芬,吳威志,0.22550177095632,191,656,10009,10009060,019,6206
雲林縣北港鎮溝皂里,蘇治芬,吳威志,0.28590785907859,211,527,10009,10009060,020,6216
雲林縣北港鎮番溝里,蘇治芬,吳威志,0.19902120717781,122,491,10009,10009060,022,6210
雲林縣北港鎮大北里,蘇治芬,吳威志,0.19308357348703,67,280,10009,10009060,023,6587
雲林縣北港鎮好收里,蘇治芬,吳威志,0.23748939779474,280,899,10009,10009060,024,6461
雲林縣北港鎮樹腳里,蘇治芬,吳威志,0.24946581196581,467,1405,10009,10009060,025,6220
雲林縣北港鎮扶朝里,蘇治芬,吳威志,0.084720121028744,56,605,10009,10009060,026,6463
雲林縣北港鎮水埔里,蘇治芬,吳威志,0.17948717948718,63,288,10009,10009060,027,6444
雲林縣崙背鄉東明村,蘇治芬,吳威志,0.45538818076477,393,470,10009,10009120,001,6531
雲林縣崙背鄉西榮村,蘇治芬,吳威志,0.34341252699784,318,608,10009,10009120,002,6518
雲林縣崙背鄉南陽村,蘇治芬,吳威志,0.39415584415584,607,933,10009,10009120,003,6545
雲林縣崙背鄉崙前村,蘇治芬,吳威志,0.25977198697068,319,909,10009,10009120,004,6502
雲林縣崙背鄉羅厝村,蘇治芬,吳威志,0.28920863309353,402,988,10009,10009120,005,6522
雲林縣崙背鄉港尾村,蘇治芬,吳威志,0.20430107526882,171,666,10009,10009120,006,6510
雲林縣崙背鄉阿勸村,蘇治芬,吳威志,0.31161048689139,416,919,10009,10009120,007,6532
雲林縣崙背鄉五魁村,吳威志,蘇治芬,0.61034482758621,354,226,10009,10009120,008,6516
雲林縣崙背鄉大有村,蘇治芬,吳威志,0.29929221435794,296,693,10009,10009120,009,6439
雲林縣崙背鄉豐榮村,蘇治芬,吳威志,0.29813664596273,336,791,10009,10009120,010,6512
雲林縣崙背鄉草湖村,蘇治芬,吳威志,0.30989010989011,282,628,10009,10009120,011,6501
雲林縣崙背鄉舊庄村,蘇治芬,吳威志,0.28476821192053,215,540,10009,10009120,012,6511
雲林縣崙背鄉水尾村,蘇治芬,吳威志,0.21960297766749,177,629,10009,10009120,013,6517
雲林縣崙背鄉枋南村,蘇治芬,吳威志,0.31357552581262,164,359,10009,10009120,014,6519
雲林縣二崙鄉崙東村,蘇治芬,吳威志,0.33692142088267,313,616,10009,10009110,001,6304
雲林縣二崙鄉崙西村,蘇治芬,吳威志,0.30614035087719,349,791,10009,10009110,002,6292
雲林縣二崙鄉來惠村,蘇治芬,吳威志,0.20091743119266,219,871,10009,10009110,003,6281
雲林縣二崙鄉三和村,蘇治芬,吳威志,0.21245059288538,215,797,10009,10009110,004,6287
雲林縣二崙鄉湳仔村,蘇治芬,吳威志,0.2860824742268,222,554,10009,10009110,005,6316
雲林縣二崙鄉田尾村,蘇治芬,吳威志,0.33707865168539,420,826,10009,10009110,006,6313
雲林縣二崙鄉定安村,蘇治芬,吳威志,0.2297520661157,139,466,10009,10009110,007,6290
雲林縣二崙鄉永定村,蘇治芬,吳威志,0.19733924611973,178,724,10009,10009110,018,6303
雲林縣二崙鄉大華村,蘇治芬,吳威志,0.17628705148206,113,528,10009,10009110,008,6301
雲林縣二崙鄉義庄村,蘇治芬,吳威志,0.16962524654832,86,421,10009,10009110,009,6318
雲林縣二崙鄉楊賢村,蘇治芬,吳威志,0.16602316602317,172,864,10009,10009110,010,6317
雲林縣二崙鄉港後村,蘇治芬,吳威志,0.20517097581318,246,953,10009,10009110,011,6315
雲林縣二崙鄉大義村,蘇治芬,吳威志,0.21847246891652,123,440,10009,10009110,012,6302
雲林縣二崙鄉油車村,蘇治芬,吳威志,0.31901279707495,349,745,10009,10009110,013,6291
雲林縣二崙鄉大庄村,蘇治芬,吳威志,0.21717171717172,172,620,10009,10009110,014,6289
雲林縣二崙鄉庄西村,蘇治芬,吳威志,0.23011844331641,136,455,10009,10009110,015,6280
雲林縣二崙鄉大同村,蘇治芬,吳威志,0.27881040892193,150,388,10009,10009110,016,6288
雲林縣二崙鄉復興村,蘇治芬,吳威志,0.26367461430575,188,525,10009,10009110,017,6305
雲林縣西螺鎮振興里,蘇治芬,吳威志,0.23596574690771,248,803,10009,10009040,001,6544
雲林縣西螺鎮大園里,蘇治芬,吳威志,0.31045751633987,285,633,10009,10009040,002,6492
雲林縣西螺鎮廣福里,蘇治芬,吳威志,0.43029087261785,429,568,10009,10009040,003,6424
雲林縣西螺鎮正興里,蘇治芬,吳威志,0.40218642117376,699,1039,10009,10009040,004,6529
雲林縣西螺鎮永安里,蘇治芬,吳威志,0.34538152610442,86,163,10009,10009040,005,6530
雲林縣西螺鎮中和里,蘇治芬,吳威志,0.38888888888889,147,231,10009,10009040,006,6526
雲林縣西螺鎮福興里,蘇治芬,吳威志,0.4185393258427,149,207,10009,10009040,007,6423
雲林縣西螺鎮光華里,蘇治芬,吳威志,0.3728813559322,220,370,10009,10009040,008,6539
雲林縣西螺鎮中興里,蘇治芬,吳威志,0.34158415841584,483,931,10009,10009040,009,6527
雲林縣西螺鎮漢光里,蘇治芬,吳威志,0.32046678635548,714,1514,10009,10009040,010,6411
雲林縣西螺鎮新安里,蘇治芬,吳威志,0.1863580998782,153,668,10009,10009040,011,6409
雲林縣西螺鎮新豐里,蘇治芬,吳威志,0.24157303370787,215,675,10009,10009040,012,6410
雲林縣西螺鎮大新里,蘇治芬,吳威志,0.30966143682907,375,836,10009,10009040,017,6493
雲林縣西螺鎮埤頭里,蘇治芬,吳威志,0.18761384335155,103,446,10009,10009040,018,6394
雲林縣西螺鎮東興里,蘇治芬,吳威志,0.18269230769231,114,510,10009,10009040,019,6542
雲林縣西螺鎮鹿場里,蘇治芬,吳威志,0.26279069767442,226,634,10009,10009040,021,6396
雲林縣西螺鎮廣興里,蘇治芬,吳威志,0.39015151515152,206,322,10009,10009040,020,6425
雲林縣西螺鎮頂湳里,蘇治芬,吳威志,0.23547880690738,150,487,10009,10009040,022,6395
雲林縣西螺鎮吳厝里,蘇治芬,吳威志,0.28877679697352,229,564,10009,10009040,025,6541
雲林縣西螺鎮九隆里,蘇治芬,吳威志,0.24109014675052,115,362,10009,10009040,024,6490
雲林縣西螺鎮下湳里,吳威志,蘇治芬,0.51914893617021,244,226,10009,10009040,023,6491
雲林縣西螺鎮七座里,蘇治芬,吳威志,0.17586206896552,102,478,10009,10009040,026,6477
雲林縣西螺鎮公舘里,蘇治芬,吳威志,0.214709371293,181,662,10009,10009040,027,6528
雲林縣西螺鎮詔安里,蘇治芬,吳威志,0.32242225859247,197,414,10009,10009040,013,6408
雲林縣西螺鎮河南里,蘇治芬,吳威志,0.28264462809917,171,434,10009,10009040,014,6543
雲林縣西螺鎮安定里,蘇治芬,吳威志,0.19488536155203,221,913,10009,10009040,015,6540
雲林縣西螺鎮福田里,蘇治芬,吳威志,0.2280701754386,221,748,10009,10009040,016,6422
雲林縣莿桐鄉莿桐村,蘇治芬,吳威志,0.36506587335317,859,1494,10009,10009090,001,6460
雲林縣莿桐鄉甘厝村,蘇治芬,吳威志,0.18257956448911,109,488,10009,10009090,002,6440
雲林縣莿桐鄉甘西村,蘇治芬,吳威志,0.23930753564155,235,747,10009,10009090,003,6432
雲林縣莿桐鄉興桐村,蘇治芬,吳威志,0.28286384976526,241,611,10009,10009090,004,6471
雲林縣莿桐鄉義和村,蘇治芬,吳威志,0.20657894736842,157,603,10009,10009090,005,6470
雲林縣莿桐鄉埔子村,蘇治芬,吳威志,0.27992957746479,318,818,10009,10009090,006,6441
雲林縣莿桐鄉大美村,蘇治芬,吳威志,0.36055204140311,627,1112,10009,10009090,007,6547
雲林縣莿桐鄉埔尾村,蘇治芬,吳威志,0.37920168067227,361,591,10009,10009090,008,6442
雲林縣莿桐鄉興貴村,蘇治芬,吳威志,0.33172690763052,413,832,10009,10009090,010,6472
雲林縣莿桐鄉饒平村,蘇治芬,吳威志,0.32579787234043,245,507,10009,10009090,009,6486
雲林縣莿桐鄉四合村,蘇治芬,吳威志,0.41426146010187,488,690,10009,10009090,011,6401
雲林縣莿桐鄉麻園村,蘇治芬,吳威志,0.31219512195122,320,705,10009,10009090,012,6459
雲林縣莿桐鄉五華村,蘇治芬,吳威志,0.30643402399128,281,636,10009,10009090,013,6548
雲林縣莿桐鄉六合村,蘇治芬,吳威志,0.27734711455642,322,839,10009,10009090,014,6549
雲林縣林內鄉林南村,蘇治芬,吳威志,0.43507362784471,325,422,10009,10009100,001,6458
雲林縣林內鄉林中村,蘇治芬,吳威志,0.40034737299175,922,1381,10009,10009100,002,6456
雲林縣林內鄉林北村,蘇治芬,吳威志,0.33959638135003,488,949,10009,10009100,003,6457
雲林縣林內鄉坪頂村,蘇治芬,吳威志,0.42966751918159,168,223,10009,10009100,004,6455
雲林縣林內鄉林茂村,蘇治芬,吳威志,0.32939189189189,195,397,10009,10009100,005,6467
雲林縣林內鄉九芎村,蘇治芬,吳威志,0.36717892425906,669,1153,10009,10009100,006,6454
雲林縣林內鄉湖本村,蘇治芬,吳威志,0.33548387096774,156,309,10009,10009100,007,6482
雲林縣林內鄉烏塗村,蘇治芬,吳威志,0.4009900990099,324,484,10009,10009100,008,6481
雲林縣林內鄉烏麻村,蘇治芬,吳威志,0.42240215924426,313,428,10009,10009100,009,6469
雲林縣林內鄉重興村,蘇治芬,吳威志,0.29975629569456,369,862,10009,10009100,010,6468
雲林縣斗六市信義里,蘇治芬,吳威志,0.45537757437071,199,238,10009,10009010,003,6277
雲林縣斗六市四維里,吳威志,蘇治芬,0.50123456790123,203,202,10009,10009010,004,6364
雲林縣斗六市太平里,蘇治芬,吳威志,0.41978021978022,191,264,10009,10009010,005,6363
雲林縣斗六市中和里,蘇治芬,吳威志,0.45342706502636,258,311,10009,10009010,006,6349
雲林縣斗六市光興里,蘇治芬,吳威志,0.45061728395062,219,267,10009,10009010,007,6365
雲林縣斗六市鎮西里,蘇治芬,吳威志,0.49701573521432,916,927,10009,10009010,033,6225
雲林縣斗六市鎮東里,吳威志,蘇治芬,0.52644327815906,1304,1173,10009,10009010,032,6228
雲林縣斗六市三平里,吳威志,蘇治芬,0.55080721747388,1160,946,10009,10009010,008,6341
雲林縣斗六市明德里,蘇治芬,吳威志,0.4770390678547,696,763,10009,10009010,037,6252
雲林縣斗六市鎮北里,蘇治芬,吳威志,0.48625654450262,743,785,10009,10009010,010,6224
雲林縣斗六市公誠里,吳威志,蘇治芬,0.53350515463918,621,543,10009,10009010,036,6362
雲林縣斗六市忠孝里,蘇治芬,吳威志,0.46864310148233,411,466,10009,10009010,001,6251
雲林縣斗六市仁愛里,蘇治芬,吳威志,0.45915492957746,326,384,10009,10009010,002,6350
雲林縣斗六市八德里,蘇治芬,吳威志,0.46689497716895,818,934,10009,10009010,009,6336
雲林縣斗六市公正里,吳威志,蘇治芬,0.53625269203159,747,646,10009,10009010,034,6361
雲林縣斗六市重光里,蘇治芬,吳威志,0.39969254419677,520,781,10009,10009010,014,6286
雲林縣斗六市林頭里,吳威志,蘇治芬,0.50567408079891,1114,1089,10009,10009010,013,6263
雲林縣斗六市成功里,蘇治芬,吳威志,0.48948948948949,652,680,10009,10009010,038,6375
雲林縣斗六市鎮南里,吳威志,蘇治芬,0.53976988494247,1079,920,10009,10009010,012,6229
雲林縣斗六市社口里,蘇治芬,吳威志,0.48660714285714,654,690,10009,10009010,035,6264
雲林縣斗六市龍潭里,蘇治芬,吳威志,0.41043083900227,362,520,10009,10009010,011,6223
雲林縣斗六市嘉東里,蘇治芬,吳威志,0.39619883040936,271,413,10009,10009010,019,6379
雲林縣斗六市崙峯里,吳威志,蘇治芬,0.54415475189235,647,542,10009,10009010,018,6297
雲林縣斗六市溝埧里,吳威志,蘇治芬,0.52997601918465,221,196,10009,10009010,015,6377
雲林縣斗六市江厝里,蘇治芬,吳威志,0.38248436103664,428,691,10009,10009010,016,6376
雲林縣斗六市三光里,蘇治芬,吳威志,0.26136363636364,92,260,10009,10009010,017,6342
雲林縣斗六市久安里,蘇治芬,吳威志,0.42466822794692,544,737,10009,10009010,020,6348
雲林縣斗六市虎溪里,蘇治芬,吳威志,0.46942321056289,1351,1527,10009,10009010,023,6265
雲林縣斗六市保庄里,蘇治芬,吳威志,0.42446043165468,1003,1360,10009,10009010,022,6285
雲林縣斗六市長平里,蘇治芬,吳威志,0.38058252427184,392,638,10009,10009010,021,6275
雲林縣斗六市榴中里,蘇治芬,吳威志,0.39430029774564,927,1424,10009,10009010,026,6388
雲林縣斗六市榴北里,蘇治芬,吳威志,0.30342577487765,186,427,10009,10009010,027,6389
雲林縣斗六市榴南里,蘇治芬,吳威志,0.37985309548793,362,591,10009,10009010,028,6250
雲林縣斗六市梅林里,蘇治芬,吳威志,0.39262295081967,479,741,10009,10009010,024,6298
雲林縣斗六市湖山里,蘇治芬,吳威志,0.37470449172577,317,529,10009,10009010,025,6299
雲林縣斗六市長安里,蘇治芬,吳威志,0.37727558066541,601,992,10009,10009010,030,6276
雲林縣斗六市溪洲里,蘇治芬,吳威志,0.42329020332717,687,936,10009,10009010,029,6378
雲林縣斗六市十三里,蘇治芬,吳威志,0.27362482369535,194,515,10009,10009010,031,6340
雲林縣大埤鄉北和村,蘇治芬,吳威志,0.33783783783784,175,343,10009,10009080,001,6260
雲林縣大埤鄉吉田村,蘇治芬,吳威志,0.21971252566735,107,380,10009,10009080,009,6270
雲林縣大埤鄉豐岡村,蘇治芬,吳威志,0.3495145631068,144,268,10009,10009080,010,6295
雲林縣大埤鄉聯美村,蘇治芬,吳威志,0.31288343558282,255,560,10009,10009080,011,6293
雲林縣大埤鄉南和村,蘇治芬,吳威志,0.34628493524199,508,959,10009,10009080,002,6282
雲林縣大埤鄉大德村,蘇治芬,吳威志,0.30749014454665,234,527,10009,10009080,003,6259
雲林縣大埤鄉松竹村,蘇治芬,吳威志,0.22812051649928,159,538,10009,10009080,004,6274
雲林縣大埤鄉豐田村,蘇治芬,吳威志,0.33592017738359,303,599,10009,10009080,007,6294
雲林縣大埤鄉尚義村,蘇治芬,吳威志,0.2953620829943,363,866,10009,10009080,005,6272
雲林縣大埤鄉嘉興村,蘇治芬,吳威志,0.30406504065041,374,856,10009,10009080,006,6283
雲林縣大埤鄉三結村,蘇治芬,吳威志,0.29570552147239,241,574,10009,10009080,008,6249
雲林縣大埤鄉怡然村,蘇治芬,吳威志,0.37023593466425,204,347,10009,10009080,012,6273
雲林縣大埤鄉北鎮村,蘇治芬,吳威志,0.27391304347826,126,334,10009,10009080,013,6261
雲林縣大埤鄉興安村,蘇治芬,吳威志,0.28239845261122,146,371,10009,10009080,014,6284
雲林縣大埤鄉西鎮村,蘇治芬,吳威志,0.3023679417122,166,383,10009,10009080,015,6271
雲林縣斗南鎮東仁里,蘇治芬,吳威志,0.38567493112948,280,446,10009,10009020,001,6196
雲林縣斗南鎮西岐里,蘇治芬,吳威志,0.46054519368723,1284,1504,10009,10009020,002,6187
雲林縣斗南鎮南昌里,蘇治芬,吳威志,0.4244966442953,506,686,10009,10009020,003,6353
雲林縣斗南鎮北銘里,蘇治芬,吳威志,0.47321428571429,371,413,10009,10009020,004,6238
雲林縣斗南鎮中天里,蘇治芬,吳威志,0.4108635097493,295,423,10009,10009020,005,6237
雲林縣斗南鎮林子里,蘇治芬,吳威志,0.30183727034121,230,532,10009,10009020,007,6351
雲林縣斗南鎮石龜里,蘇治芬,吳威志,0.30122591943958,172,399,10009,10009020,008,6150
雲林縣斗南鎮石溪里,蘇治芬,吳威志,0.25261324041812,145,429,10009,10009020,022,6240
雲林縣斗南鎮靖興里,蘇治芬,吳威志,0.3359375,215,425,10009,10009020,009,6369
雲林縣斗南鎮新南里,蘇治芬,吳威志,0.26819126819127,129,352,10009,10009020,010,6367
雲林縣斗南鎮阿丹里,蘇治芬,吳威志,0.30117340286832,231,536,10009,10009020,011,6352
雲林縣斗南鎮將軍里,蘇治芬,吳威志,0.34138972809668,339,654,10009,10009020,012,6355
雲林縣斗南鎮舊社里,蘇治芬,吳威志,0.31681681681682,422,910,10009,10009020,006,6380
雲林縣斗南鎮明昌里,蘇治芬,吳威志,0.37842525147416,1091,1792,10009,10009020,016,6188
雲林縣斗南鎮大東里,蘇治芬,吳威志,0.31899641577061,178,380,10009,10009020,017,6230
雲林縣斗南鎮埤麻里,蘇治芬,吳威志,0.41941747572816,216,299,10009,10009020,018,6354
雲林縣斗南鎮西伯里,蘇治芬,吳威志,0.39311594202899,217,335,10009,10009020,019,6151
雲林縣斗南鎮新崙里,蘇治芬,吳威志,0.25337186897881,263,775,10009,10009020,020,6368
雲林縣斗南鎮東明里,蘇治芬,吳威志,0.34460547504026,214,407,10009,10009020,013,6343
雲林縣斗南鎮新光里,蘇治芬,吳威志,0.31023720349563,497,1105,10009,10009020,014,6366
雲林縣斗南鎮田頭里,蘇治芬,吳威志,0.3013698630137,396,918,10009,10009020,015,6239
雲林縣斗南鎮小東里,蘇治芬,吳威志,0.21524201853759,209,762,10009,10009020,021,6231
雲林縣古坑鄉棋盤村,蘇治芬,吳威志,0.28380634390651,340,858,10009,10009070,007,6193
雲林縣古坑鄉新庄村,蘇治芬,吳威志,0.29910714285714,268,628,10009,10009070,006,6200
雲林縣古坑鄉東和村,蘇治芬,吳威志,0.48986301369863,894,931,10009,10009070,005,6155
雲林縣古坑鄉荷苞村,蘇治芬,吳威志,0.39263803680982,320,495,10009,10009070,004,6190
雲林縣古坑鄉高林村,蘇治芬,吳威志,0.32538569424965,232,481,10009,10009070,003,6189
雲林縣古坑鄉水碓村,蘇治芬,吳威志,0.37640449438202,268,444,10009,10009070,001,6221
雲林縣古坑鄉田心村,蘇治芬,吳威志,0.41261261261261,229,326,10009,10009070,002,6149
雲林縣古坑鄉古坑村,蘇治芬,吳威志,0.43076923076923,448,592,10009,10009070,017,6235
雲林縣古坑鄉朝陽村,蘇治芬,吳威志,0.40959409594096,444,640,10009,10009070,018,6192
雲林縣古坑鄉西平村,蘇治芬,吳威志,0.36467598475222,287,500,10009,10009070,019,6154
雲林縣古坑鄉湳仔村,蘇治芬,吳威志,0.32994923857868,130,264,10009,10009070,020,6199
雲林縣古坑鄉永光村,蘇治芬,吳威志,0.36240310077519,374,658,10009,10009070,010,6236
雲林縣古坑鄉永昌村,蘇治芬,吳威志,0.33888888888889,366,714,10009,10009070,015,6148
雲林縣古坑鄉麻園村,蘇治芬,吳威志,0.19164619164619,78,329,10009,10009070,016,6191
雲林縣古坑鄉崁腳村,蘇治芬,吳威志,0.37163814180929,304,514,10009,10009070,012,6156
雲林縣古坑鄉華南村,蘇治芬,吳威志,0.32460732984293,62,129,10009,10009070,009,7695
雲林縣古坑鄉華山村,蘇治芬,吳威志,0.26463700234192,113,314,10009,10009070,008,6194
雲林縣古坑鄉桂林村,蘇治芬,吳威志,0.23343848580442,148,486,10009,10009070,011,6157
雲林縣古坑鄉樟湖村,蘇治芬,吳威志,0.36896551724138,107,183,10009,10009070,013,6201
雲林縣古坑鄉草嶺村,蘇治芬,吳威志,0.31007751937984,120,267,10009,10009070,014,6158
嘉義縣太保市太保里,張花冠,翁重鈞,0.48717948717949,665,700,10010,10010010,001,7738
嘉義縣太保市後庄里,張花冠,翁重鈞,0.47107438016529,171,192,10010,10010010,002,7682
嘉義縣太保市前潭里,張花冠,翁重鈞,0.37321937321937,393,660,10010,10010010,003,7448
嘉義縣太保市後潭里,張花冠,翁重鈞,0.42437722419929,477,647,10010,10010010,004,7683
嘉義縣太保市梅埔里,翁重鈞,張花冠,0.5293453724605,469,417,10010,10010010,005,7760
嘉義縣太保市春珠里,張花冠,翁重鈞,0.39736070381232,271,411,10010,10010010,006,7685
嘉義縣太保市崙頂里,翁重鈞,張花冠,0.51076923076923,332,318,10010,10010010,007,7681
嘉義縣太保市安仁里,張花冠,翁重鈞,0.48526863084922,560,594,10010,10010010,018,7739
嘉義縣太保市東勢里,張花冠,翁重鈞,0.4238578680203,334,454,10010,10010010,008,7686
嘉義縣太保市新埤里,張花冠,翁重鈞,0.30517023959647,242,551,10010,10010010,009,7684
嘉義縣太保市舊埤里,張花冠,翁重鈞,0.39881456392887,471,710,10010,10010010,010,7748
嘉義縣太保市田尾里,張花冠,翁重鈞,0.47345132743363,214,238,10010,10010010,011,7493
嘉義縣太保市港尾里,翁重鈞,張花冠,0.61363636363636,216,136,10010,10010010,012,7761
嘉義縣太保市過溝里,張花冠,翁重鈞,0.29169675090253,404,981,10010,10010010,013,7749
嘉義縣太保市麻寮里,張花冠,翁重鈞,0.32512019230769,541,1123,10010,10010010,014,7750
嘉義縣太保市南新里,張花冠,翁重鈞,0.28260869565217,221,561,10010,10010010,015,7736
嘉義縣太保市北新里,張花冠,翁重鈞,0.31474820143885,350,762,10010,10010010,016,7491
嘉義縣太保市埤鄉里,張花冠,翁重鈞,0.35359116022099,128,234,10010,10010010,017,7737
嘉義縣鹿草鄉後寮村,張花冠,翁重鈞,0.30412371134021,118,270,10010,10010110,001,7595
嘉義縣鹿草鄉鹿東村,張花冠,翁重鈞,0.3558648111332,179,324,10010,10010110,002,7688
嘉義縣鹿草鄉鹿草村,翁重鈞,張花冠,0.51365546218487,489,463,10010,10010110,003,7693
嘉義縣鹿草鄉西井村,張花冠,翁重鈞,0.49519743863394,464,473,10010,10010110,004,7613
嘉義縣鹿草鄉豊稠村,張花冠,翁重鈞,0.49157303370787,175,181,10010,10010110,005,7614
嘉義縣鹿草鄉重寮村,張花冠,翁重鈞,0.40382317801673,338,499,10010,10010110,006,7687
嘉義縣鹿草鄉施家村,張花冠,翁重鈞,0.39487179487179,154,236,10010,10010110,007,7596
嘉義縣鹿草鄉下潭村,張花冠,翁重鈞,0.34776119402985,233,437,10010,10010110,008,7591
嘉義縣鹿草鄉光潭村,張花冠,翁重鈞,0.45165238678091,369,448,10010,10010110,009,7593
嘉義縣鹿草鄉碧潭村,翁重鈞,張花冠,0.60471567267684,436,285,10010,10010110,010,7598
嘉義縣鹿草鄉松竹村,翁重鈞,張花冠,0.50145348837209,345,343,10010,10010110,011,7597
嘉義縣鹿草鄉竹山村,張花冠,翁重鈞,0.49652294853964,357,362,10010,10010110,012,7612
嘉義縣鹿草鄉後堀村,張花冠,翁重鈞,0.43394406943105,450,587,10010,10010110,013,7594
嘉義縣鹿草鄉三角村,張花冠,翁重鈞,0.40640809443508,482,704,10010,10010110,014,7590
